title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
透明OPP塑料袋，带背胶，厚（80微米）（大号）（100个装）。OPP袋，透明OPP袋，自粘袋。,30x45厘米。带孔。,1.48,https://cf.shopee.co.th/file/sg-11134201-7ra2v-m4ygcm3hmjsw39,http://shopee.co.th/product/145983315/2752958913,Letters & Envelopes,Envelopes & Angpao,IVCN2026051115202,156732282570,https://detail.1688.com/offer/977939040362.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,2752958913,1.48,低价品,2
208 件套男孩绘画、涂色和素描套装 - 完整套装,绿色的,15.19,https://cf.shopee.com.br/file/br-11134207-820md-mmqaop30hlom2d,http://shopee.com.br/product/607538721/22293262797,School & Office Equipment,Pencil Cases,IVCN2026051115212,149779151834,https://detail.1688.com/offer/926278244078.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717605971483154167e1047&token=4pRAGulrGeT4s6snw2doOxlCEjmHFWdm1%2FeRk5g5xlUhZxKP%2BxuVNLY6Sz5lAkLt,P0,2026/5/14,22293262797,15.19,高价品，流量翻倍,1
白色冷糊 500克 砂纸刷 丙烯颜料 清漆 P 彩色模型工具,白色冷糊 500克 砂纸刷 丙烯颜料 清漆 P 彩色模型工具,44.53,https://cf.shopee.com.br/file/br-11134207-820m7-mnmxt4warpj894,http://shopee.com.br/product/724884982/20598273092,Art Supplies,Others,IVCN2026051115218,219610579809,https://detail.1688.com/offer/992588610687.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i18&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,20598273092,44.53,高价品，流量翻倍,1
套装包含 6/12 支软毛画笔，适用于水彩、水粉、油画和丙烯画。,套件 15,16.5,https://cf.shopee.com.br/file/sg-11134201-8261m-mk6h6j0cum87a2,http://shopee.com.br/product/1649432190/58254439547,Art Supplies,Paint Brushes,IVCN2026051115220,229436970270,https://detail.1688.com/offer/616951949251.html?spm=a26352.b28411319/2508.0.0,P0,2026/5/14,58254439547,16.5,高价品，流量翻倍,1
迷你热敏标签打印机，便携式蓝牙，58mm,蓝色的,60.72,https://cf.shopee.com.br/file/br-11134207-81z1k-mef1k7wswyrk67,http://shopee.com.br/product/399802573/21598282668,School & Office Equipment,Label Printers,IVCN2026051111844,219179176515,https://detail.1688.com/offer/735058917803.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=40d3105a79d8aad16341f4a8fee02779&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1B5A0FFBB9406BB0639B0973D989BAC96F6C68F1FCCE74EB1886EC8C205101A43348394BC3CC3C62B9992F8828C4BE892756B6DA27F18BD9F57ADF52B3F12902F27A2D290016DD5B1297914C5FE0480B43A3CDF259159AB43191D62C3666E7F5116850AE76F8AAB3A3F7EFA1470028E3B86C5257F055D2996CCE5B2802EE247A574A132DB68DD7A1D%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,21598282668,60.72,高价品，流量翻倍,4
72/120色彩色铅笔绘画套装，铅基油画艺术套装专业工具,120个核心,102.63,https://cf.shopee.com.br/file/br-11134207-81ztc-mjjm7ked88w343,http://shopee.com.br/product/1713057217/58203402264,Art Supplies,Color Pencils,IVCN2026051115224,169724204548,,P2,2026/5/14,58203402264,102.63,高价品，流量翻倍,1
6卷1套宽透明胶带，大卷封口胶带，长款快递包装捆扎胶带,100米棕色,5.25,https://cf.shopee.ph/file/ph-11134207-7r98u-llppqz80o5fza1,http://shopee.ph/product/687664923/23180406275,School & Office Equipment,Strings & Tapes,IVCN2026051111979,204584665685,https://detail.1688.com/offer/727921553349.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,23180406275,5.25,低价品,7
白色信纸信封，1000个装，无邮政编码，A6尺寸，11.4x16.2厘米，63克/平方米，Scrity,白色信纸信封，1000个装，无邮政编码，A6尺寸，11.4x16.2厘米，63克/平方米，Scrity,44.04,https://cf.shopee.com.br/file/br-11134207-820lj-mlc77g3nqio632,http://shopee.com.br/product/337572269/58206090102,Letters & Envelopes,Envelopes & Angpao,IVCN2026051115226,159790662396,https://detail.1688.com/offer/785920000937.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217761647815225431e118b&token=6FcepFiUUbaPwaO3ICsTV25yx9tBBjTMo7ZLTb95j6Ufb7itHio3wDsTJTRZsfmW,P1,2026/5/14,58206090102,44.04,高价品，流量翻倍,1
透明浇注树脂，单独出售（A 和 B）。无异味。适用于涂层、浇注和浇铸。是手机壳、木工、珠宝和地板的理想之选。,B1kg,55.57,https://cf.shopee.co.th/file/th-11134207-7r990-m02im5tcz7i269,http://shopee.co.th/product/55685557/18387506400,Art Supplies,Others,IVCN202605120641,245582581205,,P2,2026/5/14,18387506400,55.57,高价品，流量翻倍,2
7毫米和11毫米胶棒——超值之选！（透明、不透明）非常适合手工制作和热熔胶枪。有15厘米和30厘米两种长度可选。,7x150毫米，1公斤/1公斤,7.14,https://cf.shopee.co.th/file/th-11134207-7r990-lpntkgu2hlic00,http://shopee.co.th/product/1038421674/25654783431,School & Office Equipment,Glues,IVCN2026051115232,187266210029,https://detail.1688.com/offer/755689817499.html?spm=a26352.b28411319.offerlist.6.16391e62R9NnDw,P1,2026/5/14,25654783431,7.14,中价品,2
50个姓名牌、胸牌、别针和夹子套装、PVC员工姓名牌。,50个姓名牌、胸牌、别针和夹子套装、PVC员工姓名牌。,0.66,https://cf.shopee.co.th/file/th-11134207-81ztd-mhhg7rxr4vlt7e,http://shopee.co.th/product/681609925/45252092563,School & Office Equipment,Lanyards & Name Tags,IVCN202605120671,380202142892,,P2,2026/5/14,45252092563,0.66,中价品,1
（盒装）彩色布用胶带，漆胶带，装饰性，适用于书籍封面，大卷，8码长，多种颜色和尺寸,48毫米（36卷），纯蓝色。,135.79,https://cf.shopee.co.th/file/9c44107d1ff460cad8bd504c058beb89,http://shopee.co.th/product/381217200/3049128331,School & Office Equipment,Strings & Tapes,IVCN2026051115234,65444757396,,P2,2026/5/14,3049128331,135.79,高价品，流量翻倍,1
亚克力板大尺寸：2英尺x2英尺 | 1英尺x2英尺 | 1英尺x1英尺 塑料玻璃 有机玻璃 亚克力板,2英尺 x 2英尺 * 3毫米,2.86,https://cf.shopee.ph/file/sg-11134201-8260r-mlonnrfloxdw8e,http://shopee.ph/product/1760141451/45607085031,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051115238,375629960599,,P2,2026/5/14,45607085031,2.86,高价品，流量翻倍,1
带气泡膜的安全信封，20x30厘米（19x25厘米气泡膜），100个/包，质量优良。,带气泡膜的安全信封，20x30厘米（19x25厘米气泡膜），100个/包，质量优良。,18.06,https://cf.shopee.com.br/file/br-11134207-7r98o-lqqfr1mlus5f06,http://shopee.com.br/product/662482306/20997613528,Letters & Envelopes,Envelopes & Angpao,IVCN2026051115240,119718556244,https://detail.1688.com/offer/832584769276.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2146938717651599206691021e16c4&token=FgZNYFL3PxfP0DZ%2Fw4EyaD472el4HJ1pVydDJdIDiFVsz3RKpNs47730jML3IqyD&tracelog=cps&clickid=11b8926a81bfe3a30edb824b97e71f35&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B19876016147AF89DB0B7BA233259DECF645BC881FC75E93213250DC9869E8DA58348394BC3CC3C62B9992F8828C4BE892905197E120F55A866D284292AD278567CE2C5A51E9F9D9650237F28AB0F2C1F6932997883F2BE8BA284DD9166032AC1C8FFBF8A1670915BAAE56ADC2840DD13D15F0E023A358AED83E9CC7A65A84A891E3ABB7D53F465C19%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,20997613528,18.06,高价品，流量翻倍,1
MC&HOME 58mm圆形模切机，适用于制作纽扣、徽章、纸雕等DIY纽扣,58毫米切割机,10.61,https://cf.shopee.ph/file/ph-11134207-81ztk-mipedi51m6mbb2,http://shopee.ph/product/442867845/28434427249,School & Office Equipment,Pen Knives & Paper Cutters,IVCN2026051115242,198455827620,,P2,2026/5/14,28434427249,10.61,高价品，流量翻倍,1
Unitape 透明胶带，12-24mm 宽，72 码长，3 英寸纸芯，6-12 卷/包。,Uni 18mm 72Y 1包,1.34,https://cf.shopee.co.th/file/32563749cd447bb257cba02f01ee5aa4,http://shopee.co.th/product/71389382/3424097070,School & Office Equipment,Strings & Tapes,IVCN2026051115244,15570134344,https://detail.1688.com/offer/564817067422.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=89cbd8f006af41c29dd4e0ad4c9ca03e&sessionid=c7090f5175da47cb1af23b652189f3f4,P1,2026/5/14,3424097070,1.34,低价品,2
Niimbot B21/B1/B21Pro 便携式蓝牙热敏标签打印机，用于制作无墨不干胶标签,B21rosa + 1rolo,161.07,https://cf.shopee.com.br/file/cn-11134207-7ras8-mbx6gs6cchli72,http://shopee.com.br/product/442668510/17670351009,School & Office Equipment,Label Printers,IVCN2026051111219,97769615389,,P2,2026/5/14,17670351009,161.07,高价品，流量翻倍,2
【泰国现货】Niimbot B1/B1Pro 蓝牙标签打印机、价格标签打印机、贴纸打印机、便携式条码打印机、姓名标签打印机。,💥B1 ProCyan打印机,119.21,https://cf.shopee.co.th/file/cn-11134207-820l4-mk6hsaezd8nbb9,http://shopee.co.th/product/430824133/14160269334,School & Office Equipment,Label Printers,IVCN202605120215,301527901712,,P2,2026/5/14,14160269334,119.21,高价品，流量翻倍,6
剪贴簿打孔器 – 圆形、方形、椭圆形 | 简易手工 – 手账 – 拼布被,4厘米密封圈,87.58,https://cf.shopee.com.br/file/br-11134207-820lw-mndimswf9lhc8b,http://shopee.com.br/product/1017562783/18798672026,School & Office Equipment,Hole Punchers,IVCN2026051115288,219188579377,,P2,2026/5/14,18798672026,87.58,高价品，流量翻倍,1
牛皮纸胶带 1.5英寸、2英寸、3英寸,2英寸 x 50码,4.8,https://cf.shopee.ph/file/ph-11134207-7ra0u-mchia6uf3j3p87,http://shopee.ph/product/18058219/11426109456,School & Office Equipment,Strings & Tapes,IVCN2026051115298,111425037497,https://detail.1688.com/offer/37887344362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,11426109456,4.8,中价品,1
手动A3纸张裁切机，一次可裁切10张纸，带锁定装置和导轨,手动A3纸张裁切机，一次可裁切10张纸，带锁定装置和导轨,79.93,https://cf.shopee.com.br/file/sg-11134201-82607-mlnn9vszgphh50,http://shopee.com.br/product/1550811576/23799319379,School & Office Equipment,Pen Knives & Paper Cutters,IVCN202605120683,199185181558,,P2,2026/5/14,23799319379,79.93,高价品，流量翻倍,1
仪式用侧柏，套装内含 2 株。,绿色的,139.98,https://cf.shopee.com.br/file/br-11134207-7r98o-m4w7aeedx09169,http://shopee.com.br/product/1404745616/23994297760,Art Supplies,Others,IVCN2026051115307,159785988393,,P2,2026/5/14,23994297760,139.98,高价品，流量翻倍,1
Asvesti 石灰水墙刷,5英寸石灰刷,2.18,https://cf.shopee.ph/file/ph-11134207-81ztg-mlxq0narec5h89,http://shopee.ph/product/513220308/13320865888,Art Supplies,Paint Brushes,IVCN2026051115315,320652592509,https://detail.1688.com/offer/849938352609.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17767440072427791e126c&token=CKkcdADZFOViqID48c195fg3G5Wdu%2BvoJCOpsmlI1nfLRnUI3bxScpHHvfmy%2Br5K,P0,2026/5/14,13320865888,2.18,高价品，流量翻倍,1
250个安全信封套装 - 包装和运输尺寸：12x18、15x20、15x25、19x25、20x30、26x36、32x40、40x50,32x40（250个单位）,17.39,https://cf.shopee.com.br/file/br-11134207-7r98o-lys731m2tag53b,http://shopee.com.br/product/1213530365/22997550875,Letters & Envelopes,Envelopes & Angpao,IVCN202605120687,219596496477,https://detail.1688.com/offer/790210202771.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,22997550875,17.39,高价品，流量翻倍,1
10张棉质画布套装，尺寸20x30厘米，适用于水粉、油画、丙烯颜料，适合艺术家、学校使用，品质优良。,10张棉质画布套装，尺寸20x30厘米，适用于水粉、油画、丙烯颜料，适合艺术家、学校使用，品质优良。,10.41,https://cf.shopee.com.br/file/br-11134207-7r98o-m5yqxfnur0pc25,http://shopee.com.br/product/1352242238/21498026788,Art Supplies,Canvases & Easels,IVCN2026051115317,139648791147,https://detail.1688.com/offer/903610063828.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,21498026788,10.41,高价品，流量翻倍,1
NIIMBOT B1 便携式口袋无线热敏照片标签打印机,B1（3卷690un）,63.38,https://cf.shopee.com.br/file/br-11134207-820m7-mmlfwbpz0f7q67,http://shopee.com.br/product/1371984973/23398190254,School & Office Equipment,Label Printers,IVCN2026051113889,159791397753,,P2,2026/5/14,23398190254,63.38,高价品，流量翻倍,3
木珠球 20mm 天然色 100个,木珠球 20mm 天然色 100个,4.42,https://cf.shopee.com.br/file/br-11134207-7r98o-m9g95odd135ld4,http://shopee.com.br/product/392076449/21667685556,Art Supplies,Others,IVCN2026051115325,139826692154,https://detail.1688.com/offer/867888424221.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,21667685556,4.42,高价品，流量翻倍,1
【60x80厘米，400张（4捆）】邮寄信封、包装袋，价格低廉，防水，带粘性条。,4 捆,145.91,https://cf.shopee.co.th/file/th-11134207-7qul2-lf9g07xec44tc5,http://shopee.co.th/product/315335461/23737228117,Letters & Envelopes,Envelopes & Angpao,IVCN2026051115327,108046819533,https://detail.1688.com/offer/906883302589.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517651883877313205e165e&token=obPtRMExG%2FsbmnB1WFc4lhUtq%2FqtKGmjFohuSiikQpcDYfJ1d%2F%2FOMsuFsBR5wxly,P1,2026/5/14,23737228117,145.91,高价品，流量翻倍,1
一套包含24卷19毫米 x 10米的遮蔽胶带，适用于喷漆和遮蔽。有12卷装和24卷装两种规格。,36卷,16.56,https://cf.shopee.com.br/file/br-11134207-7r98o-mdffcmo4kqm1e9,http://shopee.com.br/product/391369517/23893694825,School & Office Equipment,Strings & Tapes,IVCN202605120245,229426686815,https://detail.1688.com/offer/695157495524.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=3dc32ddf58a837213930f735722eb62c&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1B5A0FFBB9406BB0639B0973D989BAC96F6C68F1FCCE74EB1886EC8C205101A43348394BC3CC3C62B9992F8828C4BE892DD88A5AA576DF2ADEF1D834968B602E09304E2CFDB9565C4145D53BE5176746D171BD580B61EBCD2D4B1A1639E62D44C461FDBA0D1BCD92087473A786E593E34A4F3DB65A8EB9E33E16F2F93D3850A33501DFCCD0E07EDFA%26cbu_cps_trace_flag%3Dwrite,P0,2026/5/14,23893694825,16.56,高价品，流量翻倍,3
Officom 5合1 SL688 A4覆膜机冷热覆膜机带切割和打孔功能套装,SL888 A3,78.55,https://cf.shopee.ph/file/ph-11134207-7ras8-m2rozfm6696n65,http://shopee.ph/product/60905512/16760676280,School & Office Equipment,Others,IVCN2026051113860,247058442226,,P2,2026/5/14,16760676280,78.55,高价品，流量翻倍,1
MAX HD-10D 订书机，可容纳两排订书钉，一次可装订 15 张纸，使用 10 号订书钉。正品 MAX 产品，泰国现货。,Blue HD-10D 曲面屏,11.23,https://cf.shopee.co.th/file/sg-11134201-7rd5l-m70irsuubv9776,http://shopee.co.th/product/299749437/29224563906,School & Office Equipment,Staplers & Staples,IVCN2026051115337,128201002734,https://detail.1688.com/offer/927399601397.html?spm=a26352.b28411319/2508.0.0,P1,2026/5/14,29224563906,11.23,中价品,4
Rocama 106 高级专业手动订书机 4/6/8mm 适用于软垫和木材，高阻力,黑银色,49.44,https://cf.shopee.com.br/file/br-11134207-820lv-mnret3ylevi8df,http://shopee.com.br/product/1742437421/23399393001,School & Office Equipment,Others,IVCN2026051115354,199187423469,,P2,2026/5/14,23399393001,49.44,高价品，流量翻倍,1
经济实惠的220V 50mm热熔胶装订机，可自动装订A4书籍、纸张和信封。,装订机,54.17,https://cf.shopee.ph/file/ph-11134207-7qukz-lhea0rjqytuo74,http://shopee.ph/product/1006207612/23369466964,School & Office Equipment,Others,IVCN2026051113048,235260049897,https://detail.1688.com/offer/247851347.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212bc12a17567079150863578e0c3a&token=IkbtWxRc0ItJ9Cgp9p3NC1Ppc5NoIfTMvnl5TfSmLnYMmUuaxsQ9FUxcEkywdkOa,P1,2026/5/14,23369466964,54.17,高价品，流量翻倍,3
10根装 1000克塑料绳 包装绳 高品质 400克/800克,400克*10片,17.7,https://cf.shopee.ph/file/ph-11134207-7r98x-lvsmdi55inep7f,http://shopee.ph/product/1240841377/24231319839,School & Office Equipment,Strings & Tapes,IVCN2026051114188,250901719133,https://detail.1688.com/offer/683490580950.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2104999217502345602513520e14ac&token=1I3yKK4Wp%2F%2BMuoHLb2SCLV9etgnjwh0b032XI8zKMxwqQSzefnDzr4KyJj7by6k4,P1,2026/5/14,24231319839,17.7,高价品，流量翻倍,1
1盒包装胶带 100/200/300米（长）透明4.8厘米（宽）箱封胶带 / 恒汇达,200米净空 72卷,264.94,https://cf.shopee.ph/file/sg-11134201-81ztd-mmowrcck8r9d09,http://shopee.ph/product/1793615554/48058279366,School & Office Equipment,Strings & Tapes,IVCN2026051115371,400734275140,,P2,2026/5/14,48058279366,264.94,高价品，流量翻倍,1
胶带，72卷/盒。透明和不透明胶带，用于封箱和包装。50ph 45/38ALtape。,45 英里清晰 45 码 *72,68.02,https://cf.shopee.co.th/file/th-11134207-7rasc-m709ijv2fs4v3d,http://shopee.co.th/product/46950717/23883265813,School & Office Equipment,Strings & Tapes,IVCN2026051115375,99770714425,https://detail.1688.com/offer/991628292407.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b0fdc4f17732213447995285e113d&token=6HRRnErkhJcyCmDMsaJqzSfAgukFMpsfA7GGcHNkT6BQHBq4G8%2BK2DAPiPXsW%2BHh&tracelog=cps&clickid=1e3bedf6afcf0170acd1a9442789ac3a&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B19D7E2E6C949FAC2A3B1F8C665A1D1855CF0213FB9884C4E0AA2C18A08E0782A7348394BC3CC3C62B9992F8828C4BE892573C82B4689F301E8A5AD4D90132344A3049F63583DE8B099EB4F5B210DB7F292EDD87E05AA600067F07809F90E177D003796B415156AF0C44B1218A8E97CAC35984A54F7AB22E03DBDB1A430BBB7F963029C7FB1EFC83F1%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,23883265813,68.02,高价品，流量翻倍,1
服装店促销广告牌、吊牌、新品上市展示标签、创意折扣,A4竖版,8.51,https://cf.shopee.com.my/file/my-11134207-820le-mk9mxdalhb7k02,http://shopee.com.my/product/17851053/56455772091,School & Office Equipment,Others,IVCN2026051115381,365522415021,,P2,2026/5/14,56455772091,8.51,高价品，流量翻倍,1
无色硬质树脂 5公斤 + 10种催化剂 | 高粘合力 | 适用于技术和工艺用途,无色硬质树脂 5公斤 + 10种催化剂 | 高粘合力 | 适用于技术和工艺用途,80,https://cf.shopee.com.br/file/sg-11134201-7rd4e-m7u1oqz22e65ae,http://shopee.com.br/product/348358832/14953502385,Art Supplies,Others,IVCN2026051115387,170184278597,https://detail.1688.com/offer/759021956528.html?spm=a26352.13672862.offerlist.38.574244fdJ04jON&offerId=759021956528&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=aded10f3598b4a3fbe05a840fa102e8f&skuId=-1&forcePC=1773648823557,P0,2026/5/14,14953502385,80,高价品，流量翻倍,1
Craftsman's 硅胶胶水 Make+ 100ml，适用于 EVA、织物、纸张 - 12 支装,Craftsman's 硅胶胶水 Make+ 100ml，适用于 EVA、织物、纸张 - 12 支装,23.19,https://cf.shopee.com.br/file/sg-11134201-7rdyo-mbo8ws4n5xqyc1,http://shopee.com.br/product/1482735901/20999839941,School & Office Equipment,Glues,IVCN2026051115391,238787877618,,P2,2026/5/14,20999839941,23.19,高价品，流量翻倍,1
[盒装] 透明棕色胶带，2 英寸宽，200 码长，凤凰牌，红色芯。,透明塑料盒，红凤凰。,152.22,https://cf.shopee.co.th/file/th-11134207-7r98p-lrx4bg0kt1h999,http://shopee.co.th/product/840143349/24364127935,School & Office Equipment,Strings & Tapes,IVCN202605120693,184920823179,,P2,2026/5/14,24364127935,152.22,高价品，流量翻倍,1
食品菜单文件夹，菜单夹，金色金属边，A4尺寸。,6张12页的文件袋。,8.72,https://cf.shopee.co.th/file/th-11134207-7r98z-lrehxjjys41ab8,http://shopee.co.th/product/681609925/25012521077,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051115398,137841153277,https://detail.1688.com/offer/961949598904.html?spm=a26352.b28411319/2508.0.0.3f5d1e62Eu0KGT,P1,2026/5/14,25012521077,8.72,中价品,5
Phomemo 3D立体压纹标签机 E975 便携式手动标签机 DIY 自粘贴纸，带胶带的打字机,E975 黑色+3 支装,21.12,https://cf.shopee.ph/file/cn-11134207-7r98o-luzonvxshnoebd,http://shopee.ph/product/1155419251/24156661155,School & Office Equipment,Label Printers,IVCN2026051113805,89559992499,https://detail.1688.com/offer/724934595496.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,24156661155,21.12,高价品，流量翻倍,6
（USP）💢现货💢（60片装）正品 100% OLFA 切割刀片，AB-6 钢，AB-10S 不锈钢（小刀片），45 度角。,OLFA AB-10S 刀片,68.41,https://cf.shopee.co.th/file/th-11134207-7r990-lym4mw731ldt24,http://shopee.co.th/product/965378151/27357161049,School & Office Equipment,Pen Knives & Paper Cutters,IVCN2026051115400,241329320607,,P2,2026/5/14,27357161049,68.41,高价品，流量翻倍,1
[72卷装] Phoenix Tape 透明棕色 OPP 胶带，2英寸宽 x 45码长，1盒72卷。,45微米，糖,84.89,https://cf.shopee.co.th/file/th-11134207-7rasj-m7ud286c3ok8d9,http://shopee.co.th/product/1484805006/28629416021,School & Office Equipment,Strings & Tapes,IVCN202605120325,205924159314,https://detail.1688.com/offer/693269203075.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2108837b17737378259053800e0ee7&token=723wpGDZ0b8WgniJQ06A01SjfqPQzf2L2sEcESihyidgl%2FO6H9KNMMP%2FiKi5cyjY&tracelog=cps&clickid=cfc08f0c443a28083c4b2cb50e3978a9&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1FBA6256A2B917AF6BF8BA5FB9D41AC9E728134455DAE4164E6BC353D74F329A2348394BC3CC3C62B9992F8828C4BE8927F78D099FDF72D7B5BE80D657246B2664FF6D7A56B932E8A2064A4C55E4A6A7D36A1C87837BBC7B51810C30919D1CDB9F675222C8010FD70F0E92785DB418E928F5061BCBFA962B8EBF79F52B736C68E31CF1217937FBAEC%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,28629416021,84.89,高价品，流量翻倍,2
专业级21V无绳热熔胶枪，便携式，可充电，含2块电池和充电器，适用于手工制作,专业级21V无绳热熔胶枪，便携式，可充电，含2块电池和充电器，适用于手工制作,130.37,https://cf.shopee.com.br/file/br-11134207-820md-mm0i5gtfdp8n1b,http://shopee.com.br/product/1659832211/58207235640,School & Office Equipment,Glues,IVCN2026051115404,209619669804,,P2,2026/5/14,58207235640,130.37,高价品，流量翻倍,1
专为隐性残障人士设计的个性化徽章套装：自闭症、多动症、残障人士 - 高级向日葵挂绳（快速发货）,徽章 + 挂绳,7.08,https://cf.shopee.com.br/file/br-11134207-820lj-mn0415uo074112,http://shopee.com.br/product/663310161/58258737318,School & Office Equipment,Lanyards & Name Tags,IVCN2026051115408,209620629954,,P2,2026/5/14,58258737318,7.08,高价品，流量翻倍,1
卡森计算器，带手写板，学生专用，12 位大显示屏，双电源，彩色,黄色的,24.94,https://cf.shopee.ph/file/ph-11134207-81ztj-mm15ejyve3gj6d,http://shopee.ph/product/347666526/49701655390,School & Office Equipment,Calculators,IVCN2026051111213,400555286679,https://detail.1688.com/offer/982377636258.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17738874700593238e0ecf&token=LuQ49jQ8Jht1LoBKZt3r%2FaK7fovXLgEDcu%2F5lt%2BnJoVQUv8Dx1POfhI5qZYVCBi4,P1,2026/5/14,49701655390,24.94,高价品，流量翻倍,4
菜单架，菜单展示架，6 张/12 页，灵活翻页，A4、A5、A6 尺寸。,A5 竖版,0.59,https://cf.shopee.co.th/file/th-11134207-7rasb-m27mzjcjwwx0eb,http://shopee.co.th/product/681609925/22487255595,School & Office Equipment,Others,IVCN2026051115410,225844981075,https://detail.1688.com/offer/675501422215.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,22487255595,0.59,中价品,4
气泡膜包装信封 12x18 19x25 20x30 电商专用气泡膜包装袋,12x18 - 300 包,51.22,https://cf.shopee.com.br/file/br-11134207-81ztc-mkh29o2hmvwiab,http://shopee.com.br/product/1738259353/23594841809,Letters & Envelopes,Envelopes & Angpao,IVCN2026051115416,228799874418,https://detail.1688.com/offer/746547091208.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,23594841809,51.22,高价品，流量翻倍,2
